Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,214.39999389648438,216.16000366210938,213.97999572753906,216.16000366210938,208.3175811767578,30969400
2020-01-03,213.3000030517578,215.47000122070312,213.27999877929688,214.17999267578125,206.40936279296875,27518900
2020-01-06,212.5,215.58999633789062,212.24000549316406,215.55999755859375,207.73931884765625,21655300
2020-01-07,215.63999938964844,216.13999938964844,214.85000610351562,215.52999877929688,207.71035766601562,22139300
2020-01-08,215.5,218.13999938964844,215.16000366210938,217.14999389648438,209.27163696289062,26397300
2020-01-09,218.94000244140625,219.41000366210938,217.7100067138672,218.99000549316406,211.0448760986328,23547000
2020-01-10,219.85000610351562,219.8699951171875,218.0399932861328,218.42999267578125,210.50515747070312,21898500
2020-01-13,219.3300018310547,220.97999572753906,218.97999572753906,220.9499969482422,212.9337158203125,22756900
2020-01-14,220.83999633789062,221.2100067138672,219.74000549316406,220.0800018310547,212.09530639648438,24418100
2020-01-15,220.1999969482422,221.1999969482422,219.4499969482422,220.1699981689453,212.18202209472656,25742100
2020-01-16,221.27000427246094,222.32000732421875,220.8000030517578,222.27999877929688,214.21554565429688,18805000
2020-01-17,223.27999877929688,223.55999755859375,222.1199951171875,223.3800048828125,215.27557373046875,24325200
2020-01-21,222.75999450683594,223.83999633789062,222.66000366210938,223.27999877929688,215.17918395996094,21146300
2020-01-22,224.41000366210938,225.14999389648438,223.58999633789062,223.8699951171875,215.74778747558594,20736400
2020-01-23,223.74000549316406,224.69000244140625,222.6999969482422,224.58999633789062,216.4416961669922,26496100
2020-01-24,225.63999938964844,225.8800048828125,221.6699981689453,222.6999969482422,214.62030029296875,37436500
2020-01-27,217.6699981689453,219.27999877929688,217.17999267578125,218.10000610351562,210.18711853027344,42264400
2020-01-28,219.63999938964844,221.9600067138672,219.05999755859375,221.4499969482422,213.4156036376953,26731900
2020-01-29,222.67999267578125,222.92999267578125,220.8300018310547,221.80999755859375,213.76254272460938,28924500
2020-01-30,220.3800048828125,222.6999969482422,219.69000244140625,222.60000610351562,214.52386474609375,39568100
2020-01-31,223.52999877929688,223.55999755859375,218.2899932861328,219.07000732421875,211.12196350097656,52015800
2020-02-03,220.13999938964844,222.88999938964844,219.99000549316406,222.3800048828125,214.31192016601562,25408600
2020-02-04,225.4199981689453,227.86000061035156,224.64999389648438,227.47000122070312,219.21722412109375,30691200
2020-02-05,230.2100067138672,230.25,226.85000610351562,228.22000122070312,219.94000244140625,38534800
2020-02-06,228.7899932861328,230.25,227.97999572753906,230.19000244140625,221.83851623535156,22467100
2020-02-07,229.16000366210938,230.44000244140625,228.5399932861328,229.1999969482422,220.8844757080078,25884900
2020-02-10,228.44000244140625,231.97999572753906,228.3800048828125,231.97000122070312,223.55393981933594,21478900
2020-02-11,233.25,234.02000427246094,231.39999389648438,232.00999450683594,223.59249877929688,30198000
2020-02-12,233.3800048828125,234.3800048828125,232.8000030517578,234.27000427246094,225.77047729492188,24471300
2020-02-13,232.63999938964844,234.92999267578125,232.36000061035156,233.97000122070312,225.48141479492188,22773200
2020-02-14,234.33999633789062,234.86000061035156,233.5500030517578,234.63999938964844,226.12705993652344,23438500
2020-02-18,233.5,235.1699981689453,233.25,234.72999572753906,226.21377563476562,24394500
2020-02-19,236.1300048828125,237.47000122070312,235.85000610351562,236.97999572753906,228.3822021484375,22230500
2020-02-20,236.4600067138672,236.9499969482422,231.8800048828125,234.77999877929688,226.26197814941406,42604000
2020-02-21,233.61000061035156,234.00999450683594,229.32000732421875,230.27000427246094,221.91563415527344,66017200
2020-02-24,221.67999267578125,224.25,220.25999450683594,221.38999938964844,213.3577880859375,84522600
2020-02-25,223.25,223.99000549316406,214.74000549316406,215.3699951171875,207.5561981201172,97743000
2020-02-26,216.7100067138672,220.27999877929688,214.89999389648438,216.47999572753906,208.6259307861328,79537700
2020-02-27,210.89999389648438,216.4199981689453,205.5,205.63999938964844,198.17922973632812,121822600
2020-02-28,198.63999938964844,207.1699981689453,198.1699981689453,205.8000030517578,198.33338928222656,148173700
2020-03-02,208.8800048828125,216.57000732421875,205.94000244140625,216.4199981689453,208.56809997558594,112933900
2020-03-03,217.11000061035156,219.61000061035156,207.6199951171875,209.47999572753906,201.8798828125,131953500
2020-03-04,213.32000732421875,218.3300018310547,211.3699951171875,218.22000122070312,210.30279541015625,73086200
2020-03-05,212.69000244140625,216.36000061035156,210.10000610351562,211.58999633789062,203.91329956054688,78705500
2020-03-06,204.6699981689453,209.14999389648438,202.91000366210938,208.02000427246094,200.47286987304688,89828400
2020-03-09,193.47999572753906,201.16000366210938,192.11000061035156,193.57000732421875,186.547119140625,116424000
2020-03-10,201.11000061035156,204.3000030517578,193.67999267578125,204.11000061035156,196.70474243164062,100599200
2020-03-11,199.35000610351562,200.75,192.72999572753906,195.22000122070312,188.13723754882812,89168800
2020-03-12,182.08999633789062,190.77999877929688,176.94000244140625,177.32000732421875,170.88671875,137820700
2020-03-13,187.07000732421875,194.47999572753906,178.1300048828125,192.33999633789062,185.36170959472656,134882000
2020-03-16,174.14999389648438,184.67999267578125,169.16000366210938,169.3000030517578,163.1576690673828,92054400
2020-03-17,175.47000122070312,184.38999938964844,169.77999877929688,182.13999938964844,175.53184509277344,121257100
2020-03-18,171.61000061035156,179.22000122070312,166.8000030517578,176.60000610351562,170.1927947998047,114156300
2020-03-19,175.69000244140625,183.49000549316406,171.6300048828125,177.66000366210938,171.21432495117188,120896500
2020-03-20,181.74000549316406,182.8699951171875,170.10000610351562,170.6999969482422,164.50686645507812,118983900
2020-03-23,170.9199981689453,174.2100067138672,164.92999267578125,170.4600067138672,164.62567138671875,124639800
2020-03-24,179.91000366210938,183.8300018310547,177.9499969482422,183.66000366210938,177.37387084960938,94881800
2020-03-25,184.4199981689453,189.50999450683594,179.97999572753906,182.3000030517578,176.0604248046875,88754900
2020-03-26,183.8699951171875,192.72000122070312,183.61000061035156,191.89999389648438,185.3318328857422,79887600
2020-03-27,186.92999267578125,190.50999450683594,184.66000366210938,185.3000030517578,178.9576873779297,58845000
2020-03-30,187.05999755859375,192.49000549316406,186.33999633789062,192.0399932861328,185.46702575683594,49356900
2020-03-31,191.72000122070312,195.25,189.1999969482422,190.39999389648438,183.88316345214844,62659300
2020-04-01,184.77000427246094,187.66000366210938,180.86000061035156,182.30999755859375,176.070068359375,53715400
2020-04-02,181.24000549316406,190.10000610351562,180.97000122070312,186.00999450683594,179.64341735839844,56465300
2020-04-03,185.5500030517578,187.07000732421875,181.2899932861328,183.3699951171875,177.09378051757812,47487600
2020-04-06,190.47999572753906,197.64999389648438,189.19000244140625,196.47999572753906,189.7550811767578,64763500
2020-04-07,202.3699951171875,202.66000366210938,196.0,196.39999389648438,189.67782592773438,69904500
2020-04-08,198.14999389648438,201.1699981689453,196.1699981689453,200.57000732421875,193.7051239013672,45940400
2020-04-09,202.35000610351562,203.22000122070312,199.02999877929688,200.86000061035156,193.98516845703125,68252600
2020-04-13,200.0,203.4199981689453,198.75,203.02999877929688,196.08087158203125,42853900
2020-04-14,207.22999572753906,212.5,206.4199981689453,211.86000061035156,204.60865783691406,63959600
2020-04-15,208.47999572753906,211.8300018310547,207.1199951171875,209.42999267578125,202.2617950439453,47036000
2020-04-16,211.69000244140625,214.3699951171875,209.69000244140625,213.25,205.95106506347656,64657400
2020-04-17,216.1699981689453,216.50999450683594,212.0800018310547,215.2899932861328,207.92124938964844,62863200
2020-04-20,213.36000061035156,215.8800048828125,212.57000732421875,212.74000549316406,205.45855712890625,38249100
2020-04-21,210.60000610351562,211.16000366210938,203.6300048828125,204.88999938964844,197.87722778320312,72932800
2020-04-22,209.10000610351562,212.35000610351562,208.3300018310547,210.97000122070312,203.74911499023438,40089100
2020-04-23,211.7899932861328,214.44000244140625,210.10000610351562,210.52000427246094,203.3145751953125,43278500
2020-04-24,210.97000122070312,214.3000030517578,209.5,213.83999633789062,206.5208740234375,34231900
2020-04-27,216.19000244140625,216.6300048828125,214.5,215.55999755859375,208.1820068359375,36451700
2020-04-28,217.32000732421875,217.32000732421875,211.2100067138672,211.5,204.2610321044922,46862800
2020-04-29,216.19000244140625,219.97000122070312,215.13999938964844,219.0,211.50424194335938,48716400
2020-04-30,219.9499969482422,220.0399932861328,217.35000610351562,218.91000366210938,211.41734313964844,43359500
2020-05-01,214.5,216.6699981689453,211.67999267578125,212.74000549316406,205.45855712890625,48795000
2020-05-04,211.4600067138672,215.4499969482422,211.1199951171875,215.22000122070312,207.85365295410156,32841000
2020-05-05,217.44000244140625,220.13999938964844,216.85000610351562,217.66000366210938,210.21014404296875,37783100
2020-05-06,219.39999389648438,221.0399932861328,218.11000061035156,219.0,211.50424194335938,36455200
2020-05-07,221.82000732421875,222.72999572753906,220.4199981689453,221.82000732421875,214.22775268554688,38624800
2020-05-08,223.5500030517578,225.0,222.47999572753906,224.86000061035156,217.16368103027344,31852300
2020-05-11,223.49000549316406,227.92999267578125,223.25,226.8699951171875,219.10488891601562,35714100
2020-05-12,227.49000549316406,228.10000610351562,222.08999633789062,222.1199951171875,214.5175018310547,41054100
2020-05-13,222.66000366210938,224.61000061035156,216.7100067138672,219.33999633789062,211.83265686035156,65521200
2020-05-14,217.97000122070312,221.8699951171875,215.99000549316406,221.8300018310547,214.23741149902344,51549300
2020-05-15,218.77999877929688,223.3300018310547,218.3300018310547,223.27000427246094,215.62815856933594,55747200
2020-05-18,226.27999877929688,228.67999267578125,225.47000122070312,227.42999267578125,219.645751953125,42398100
2020-05-19,227.6999969482422,229.85000610351562,226.7100067138672,226.86000061035156,219.09527587890625,36237300
2020-05-20,229.5,231.75999450683594,229.47999572753906,231.38999938964844,223.47023010253906,37417000
2020-05-21,231.44000244140625,232.13999938964844,228.33999633789062,228.8699951171875,221.03643798828125,43642900
2020-05-22,228.4499969482422,229.8699951171875,227.5,229.66000366210938,221.79940795898438,28762400
2020-05-26,233.36000061035156,233.57000732421875,228.7899932861328,229.0399932861328,221.20062255859375,33055300
2020-05-27,228.69000244140625,230.41000366210938,223.94000244140625,230.2899932861328,222.40785217285156,55665600
2020-05-28,229.11000061035156,233.47000122070312,229.0500030517578,229.99000549316406,222.11810302734375,42784300
2020-05-29,230.3800048828125,233.60000610351562,228.75999450683594,233.36000061035156,225.37277221679688,50691800
2020-06-01,232.4600067138672,234.4499969482422,232.0,234.05999755859375,226.0487823486328,25776000
2020-06-02,234.5,235.69000244140625,232.00999450683594,235.6300048828125,227.56507873535156,33383400
2020-06-03,236.25999450683594,237.47000122070312,235.35000610351562,236.69000244140625,228.58880615234375,37228700
2020-06-04,236.3300018310547,237.7899932861328,233.67999267578125,235.02999877929688,226.98562622070312,38716100
2020-06-05,236.22000122070312,240.3000030517578,235.6300048828125,239.69000244140625,231.48611450195312,47365600
2020-06-08,239.5399932861328,241.67999267578125,237.91000366210938,241.5500030517578,233.28244018554688,32937300
2020-06-09,240.66000366210938,244.17999267578125,240.47000122070312,243.3000030517578,234.97254943847656,35046300
2020-06-10,245.0500030517578,247.82000732421875,244.50999450683594,246.22000122070312,237.79261779785156,58084400
2020-06-11,242.16000366210938,243.58999633789062,233.9600067138672,234.02000427246094,226.01019287109375,72919400
2020-06-12,239.08999633789062,240.39999389648438,231.74000549316406,235.8800048828125,227.8065185546875,72034800
2020-06-15,232.44000244140625,239.4499969482422,231.47000122070312,238.75,230.57827758789062,45307400
2020-06-16,243.77999877929688,244.38999938964844,239.10000610351562,242.85000610351562,234.53794860839844,48890100
2020-06-17,244.39999389648438,245.5,242.72999572753906,243.6199951171875,235.28160095214844,34749300
2020-06-18,243.2899932861328,244.52999877929688,242.49000549316406,244.27999877929688,235.9190216064453,30578600
2020-06-19,246.72999572753906,247.0,242.4499969482422,244.24000549316406,235.88038635253906,49422100
2020-06-22,243.67999267578125,246.8699951171875,243.3800048828125,246.74000549316406,238.70921325683594,24068700
2020-06-23,248.38999938964844,251.14999389648438,247.82000732421875,248.83999633789062,240.7408447265625,32767400
2020-06-24,248.05999755859375,249.3300018310547,242.16000366210938,243.7100067138672,235.77783203125,46032400
2020-06-25,243.8000030517578,246.33999633789062,241.13999938964844,246.02999877929688,238.02232360839844,36940800
2020-06-26,245.77999877929688,245.9600067138672,239.67999267578125,240.22000122070312,232.4014129638672,52824600
2020-06-29,239.97000122070312,242.85000610351562,237.35000610351562,242.83999633789062,234.93614196777344,34377800
2020-06-30,242.77000427246094,248.16000366210938,242.5800018310547,247.60000610351562,239.54127502441406,38909200
